player,match_date,opponent,runs,balls,wickets,overs,runs_conceded
R Dhawan,2015-05-16,Chennai Super Kings,0,0,1,2.0,12
GJ Maxwell,2015-05-16,Chennai Super Kings,0,0,0,1.0,8
AR Patel,2015-05-16,Chennai Super Kings,0,0,0,3.0,28
Anureet Singh,2015-05-16,Chennai Super Kings,0,0,0,2.8,30
AM Rahane,2015-05-16,Kolkata Knight Riders,37,22,0,0,0
SR Watson,2015-05-16,Kolkata Knight Riders,104,59,0,0,0
SPD Smith,2015-05-16,Kolkata Knight Riders,14,11,0,0,0
SV Samson,2015-05-16,Kolkata Knight Riders,8,9,0,0,0
JP Faulkner,2015-05-16,Kolkata Knight Riders,6,6,0,0,0
KK Nair,2015-05-16,Kolkata Knight Riders,16,10,0,0,0
CH Morris,2015-05-16,Kolkata Knight Riders,4,5,0,0,0
RV Uthappa,2015-05-16,Rajasthan Royals,14,8,0,0,0
G Gambhir,2015-05-16,Rajasthan Royals,1,3,0,0,0
MK Pandey,2015-05-16,Rajasthan Royals,21,21,0,0,0
YK Pathan,2015-05-16,Rajasthan Royals,44,35,0,0,0
AD Russell,2015-05-16,Rajasthan Royals,37,20,0,0,0
SA Yadav,2015-05-16,Rajasthan Royals,0,1,0,0,0
Shakib Al Hasan,2015-05-16,Rajasthan Royals,13,11,0,0,0
Azhar Mahmood,2015-05-16,Rajasthan Royals,6,7,0,0,0
PP Chawla,2015-05-16,Rajasthan Royals,0,1,0,0,0
UT Yadav,2015-05-16,Rajasthan Royals,24,11,0,0,0
M Morkel,2015-05-16,Rajasthan Royals,4,3,0,0,0
Azhar Mahmood,2015-05-16,Rajasthan Royals,0,0,1,3.0,41
M Morkel,2015-05-16,Rajasthan Royals,0,0,0,4.0,42
UT Yadav,2015-05-16,Rajasthan Royals,0,0,2,4.0,36
Shakib Al Hasan,2015-05-16,Rajasthan Royals,0,0,0,4.0,36
AD Russell,2015-05-16,Rajasthan Royals,0,0,3,4.0,32
PP Chawla,2015-05-16,Rajasthan Royals,0,0,0,1.0,12
CH Morris,2015-05-16,Kolkata Knight Riders,0,0,4,4.0,24
BB Sran,2015-05-16,Kolkata Knight Riders,0,0,0,3.0,36
DS Kulkarni,2015-05-16,Kolkata Knight Riders,0,0,2,4.0,37
JP Faulkner,2015-05-16,Kolkata Knight Riders,0,0,1,4.0,45
SR Watson,2015-05-16,Kolkata Knight Riders,0,0,2,4.0,38
STR Binny,2015-05-16,Kolkata Knight Riders,0,0,0,1.0,10
Q de Kock,2015-05-17,Royal Challengers Bangalore,69,39,0,0,0
SS Iyer,2015-05-17,Royal Challengers Bangalore,20,18,0,0,0
JP Duminy,2015-05-17,Royal Challengers Bangalore,67,43,0,0,0
Yuvraj Singh,2015-05-17,Royal Challengers Bangalore,11,7,0,0,0
KM Jadhav,2015-05-17,Royal Challengers Bangalore,0,1,0,0,0
AD Mathews,2015-05-17,Royal Challengers Bangalore,1,3,0,0,0
SS Tiwary,2015-05-17,Royal Challengers Bangalore,13,9,0,0,0
V Kohli,2015-05-17,Delhi Daredevils,1,2,0,0,0
CH Gayle,2015-05-17,Delhi Daredevils,1,5,0,0,0
MA Starc,2015-05-17,Delhi Daredevils,0,0,0,4.0,35
AB Dinda,2015-05-17,Delhi Daredevils,0,0,0,3.0,39
HV Patel,2015-05-17,Delhi Daredevils,0,0,2,4.0,32
D Wiese,2015-05-17,Delhi Daredevils,0,0,0,4.0,39
CH Gayle,2015-05-17,Delhi Daredevils,0,0,0,2.0,16
YS Chahal,2015-05-17,Delhi Daredevils,0,0,3,3.0,26
J Yadav,2015-05-17,Royal Challengers Bangalore,0,0,0,1.0,2
Z Khan,2015-05-17,Royal Challengers Bangalore,0,0,0,0.2,0
DA Warner,2015-05-17,Mumbai Indians,6,5,0,0,0
S Dhawan,2015-05-17,Mumbai Indians,1,2,0,0,0
EJG Morgan,2015-05-17,Mumbai Indians,9,14,0,0,0
MC Henriques,2015-05-17,Mumbai Indians,11,19,0,0,0
KL Rahul,2015-05-17,Mumbai Indians,25,24,0,0,0
NV Ojha,2015-05-17,Mumbai Indians,0,1,0,0,0
KV Sharma,2015-05-17,Mumbai Indians,15,21,0,0,0
A Ashish Reddy,2015-05-17,Mumbai Indians,17,15,0,0,0
B Kumar,2015-05-17,Mumbai Indians,0,2,0,0,0
P Kumar,2015-05-17,Mumbai Indians,4,6,0,0,0
DW Steyn,2015-05-17,Mumbai Indians,19,11,0,0,0
LMP Simmons,2015-05-17,Sunrisers Hyderabad,48,44,0,0,0
PA Patel,2015-05-17,Sunrisers Hyderabad,51,37,0,0,0
RG Sharma,2015-05-17,Sunrisers Hyderabad,7,2,0,0,0
SL Malinga,2015-05-17,Sunrisers Hyderabad,0,0,2,4.0,17
MJ McClenaghan,2015-05-17,Sunrisers Hyderabad,0,0,3,4.0,17
R Vinay Kumar,2015-05-17,Sunrisers Hyderabad,0,0,0,3.0,22
J Suchith,2015-05-17,Sunrisers Hyderabad,0,0,2,3.0,14
HH Pandya,2015-05-17,Sunrisers Hyderabad,0,0,0,1.0,11
Harbhajan Singh,2015-05-17,Sunrisers Hyderabad,0,0,1,3.0,18
KA Pollard,2015-05-17,Sunrisers Hyderabad,0,0,2,2.0,14
DW Steyn,2015-05-17,Mumbai Indians,0,0,0,3.0,27
B Kumar,2015-05-17,Mumbai Indians,0,0,0,3.0,16
P Kumar,2015-05-17,Mumbai Indians,0,0,0,2.0,15
MC Henriques,2015-05-17,Mumbai Indians,0,0,0,3.0,17
KV Sharma,2015-05-17,Mumbai Indians,0,0,1,2.8,39
LMP Simmons,2015-05-19,Chennai Super Kings,65,51,0,0,0
PA Patel,2015-05-19,Chennai Super Kings,35,25,0,0,0
RG Sharma,2015-05-19,Chennai Super Kings,19,14,0,0,0
KA Pollard,2015-05-19,Chennai Super Kings,41,17,0,0,0
HH Pandya,2015-05-19,Chennai Super Kings,1,2,0,0,0
AT Rayudu,2015-05-19,Chennai Super Kings,10,8,0,0,0
Harbhajan Singh,2015-05-19,Chennai Super Kings,6,3,0,0,0
J Suchith,2015-05-19,Chennai Super Kings,1,1,0,0,0
DR Smith,2015-05-19,Mumbai Indians,0,4,0,0,0
F du Plessis,2015-05-19,Mumbai Indians,45,34,0,0,0
MEK Hussey,2015-05-19,Mumbai Indians,16,11,0,0,0
SK Raina,2015-05-19,Mumbai Indians,25,20,0,0,0
MS Dhoni,2015-05-19,Mumbai Indians,0,1,0,0,0
DJ Bravo,2015-05-19,Mumbai Indians,20,15,0,0,0
RA Jadeja,2015-05-19,Mumbai Indians,19,10,0,0,0
P Negi,2015-05-19,Mumbai Indians,3,3,0,0,0
R Ashwin,2015-05-19,Mumbai Indians,23,12,0,0,0
MM Sharma,2015-05-19,Mumbai Indians,3,3,0,0,0
A Nehra,2015-05-19,Mumbai Indians,0,1,0,0,0
R Ashwin,2015-05-19,Mumbai Indians,0,0,0,3.0,22
A Nehra,2015-05-19,Mumbai Indians,0,0,1,4.0,28
P Negi,2015-05-19,Mumbai Indians,0,0,0,4.0,46
RA Jadeja,2015-05-19,Mumbai Indians,0,0,1,2.0,18
MM Sharma,2015-05-19,Mumbai Indians,0,0,1,3.0,33
DJ Bravo,2015-05-19,Mumbai Indians,0,0,3,4.0,40
SL Malinga,2015-05-19,Chennai Super Kings,0,0,3,4.0,23
MJ McClenaghan,2015-05-19,Chennai Super Kings,0,0,1,3.0,46
R Vinay Kumar,2015-05-19,Chennai Super Kings,0,0,2,3.0,26
Harbhajan Singh,2015-05-19,Chennai Super Kings,0,0,2,4.0,26
KA Pollard,2015-05-19,Chennai Super Kings,0,0,1,3.0,23
J Suchith,2015-05-19,Chennai Super Kings,0,0,1,2.0,18
CH Gayle,2015-05-20,Rajasthan Royals,27,26,0,0,0
V Kohli,2015-05-20,Rajasthan Royals,12,18,0,0,0
AB de Villiers,2015-05-20,Rajasthan Royals,66,38,0,0,0
Mandeep Singh,2015-05-20,Rajasthan Royals,54,34,0,0,0
KD Karthik,2015-05-20,Rajasthan Royals,8,3,0,0,0
SN Khan,2015-05-20,Rajasthan Royals,1,1,0,0,0
AM Rahane,2015-05-20,Royal Challengers Bangalore,42,39,0,0,0
SR Watson,2015-05-20,Royal Challengers Bangalore,10,5,0,0,0
SV Samson,2015-05-20,Royal Challengers Bangalore,5,8,0,0,0
SPD Smith,2015-05-20,Royal Challengers Bangalore,12,13,0,0,0
KK Nair,2015-05-20,Royal Challengers Bangalore,12,13,0,0,0
DJ Hooda,2015-05-20,Royal Challengers Bangalore,11,14,0,0,0
JP Faulkner,2015-05-20,Royal Challengers Bangalore,4,4,0,0,0
STR Binny,2015-05-20,Royal Challengers Bangalore,0,1,0,0,0
CH Morris,2015-05-20,Royal Challengers Bangalore,0,3,0,0,0
Ankit Sharma,2015-05-20,Royal Challengers Bangalore,7,5,0,0,0
DS Kulkarni,2015-05-20,Royal Challengers Bangalore,3,9,0,0,0
CH Morris,2015-05-20,Royal Challengers Bangalore,0,0,1,4.0,43
JP Faulkner,2015-05-20,Royal Challengers Bangalore,0,0,1,4.0,43
DS Kulkarni,2015-05-20,Royal Challengers Bangalore,0,0,2,4.0,32
SR Watson,2015-05-20,Royal Challengers Bangalore,0,0,0,4.0,33
Ankit Sharma,2015-05-20,Royal Challengers Bangalore,0,0,0,3.0,28
STR Binny,2015-05-20,Royal Challengers Bangalore,0,0,0,1.0,1
MA Starc,2015-05-20,Rajasthan Royals,0,0,1,4.0,22
S Aravind,2015-05-20,Rajasthan Royals,0,0,3,4.0,20
HV Patel,2015-05-20,Rajasthan Royals,0,0,2,3.0,15
D Wiese,2015-05-20,Rajasthan Royals,0,0,2,4.0,32
YS Chahal,2015-05-20,Rajasthan Royals,0,0,2,4.0,20
CH Gayle,2015-05-22,Chennai Super Kings,41,43,0,0,0
V Kohli,2015-05-22,Chennai Super Kings,12,9,0,0,0
AB de Villiers,2015-05-22,Chennai Super Kings,1,3,0,0,0
Mandeep Singh,2015-05-22,Chennai Super Kings,4,7,0,0,0
KD Karthik,2015-05-22,Chennai Super Kings,28,26,0,0,0
SN Khan,2015-05-22,Chennai Super Kings,31,21,0,0,0
D Wiese,2015-05-22,Chennai Super Kings,12,7,0,0,0
HV Patel,2015-05-22,Chennai Super Kings,2,2,0,0,0
MA Starc,2015-05-22,Chennai Super Kings,1,1,0,0,0
S Aravind,2015-05-22,Chennai Super Kings,0,1,0,0,0
DR Smith,2015-05-22,Royal Challengers Bangalore,17,12,0,0,0
MEK Hussey,2015-05-22,Royal Challengers Bangalore,56,46,0,0,0
F du Plessis,2015-05-22,Royal Challengers Bangalore,21,22,0,0,0
SK Raina,2015-05-22,Royal Challengers Bangalore,0,2,0,0,0
MS Dhoni,2015-05-22,Royal Challengers Bangalore,26,29,0,0,0
P Negi,2015-05-22,Royal Challengers Bangalore,12,6,0,0,0
DJ Bravo,2015-05-22,Royal Challengers Bangalore,0,1,0,0,0
R Ashwin,2015-05-22,Royal Challengers Bangalore,1,1,0,0,0
A Nehra,2015-05-22,Royal Challengers Bangalore,0,0,3,4.0,28
R Ashwin,2015-05-22,Royal Challengers Bangalore,0,0,1,4.0,13
MM Sharma,2015-05-22,Royal Challengers Bangalore,0,0,1,4.0,23
SK Raina,2015-05-22,Royal Challengers Bangalore,0,0,1,3.0,37
DJ Bravo,2015-05-22,Royal Challengers Bangalore,0,0,2,3.0,21
P Negi,2015-05-22,Royal Challengers Bangalore,0,0,0,1.0,4
RA Jadeja,2015-05-22,Royal Challengers Bangalore,0,0,0,1.0,13
MA Starc,2015-05-22,Chennai Super Kings,0,0,2,4.0,28
S Aravind,2015-05-22,Chennai Super Kings,0,0,1,4.0,25
HV Patel,2015-05-22,Chennai Super Kings,0,0,1,3.8,26
D Wiese,2015-05-22,Chennai Super Kings,0,0,1,4.0,33
YS Chahal,2015-05-22,Chennai Super Kings,0,0,2,4.0,28
LMP Simmons,2015-05-24,Chennai Super Kings,68,45,0,0,0
PA Patel,2015-05-24,Chennai Super Kings,0,3,0,0,0
RG Sharma,2015-05-24,Chennai Super Kings,50,26,0,0,0
AT Rayudu,2015-05-24,Chennai Super Kings,36,24,0,0,0
KA Pollard,2015-05-24,Chennai Super Kings,36,18,0,0,0
HH Pandya,2015-05-24,Chennai Super Kings,0,2,0,0,0
Harbhajan Singh,2015-05-24,Chennai Super Kings,6,3,0,0,0
DR Smith,2015-05-24,Mumbai Indians,57,48,0,0,0
MEK Hussey,2015-05-24,Mumbai Indians,4,9,0,0,0
SK Raina,2015-05-24,Mumbai Indians,28,19,0,0,0
MS Dhoni,2015-05-24,Mumbai Indians,18,13,0,0,0
DJ Bravo,2015-05-24,Mumbai Indians,9,6,0,0,0
P Negi,2015-05-24,Mumbai Indians,3,5,0,0,0
F du Plessis,2015-05-24,Mumbai Indians,1,3,0,0,0
RA Jadeja,2015-05-24,Mumbai Indians,11,8,0,0,0
R Ashwin,2015-05-24,Mumbai Indians,2,4,0,0,0
MM Sharma,2015-05-24,Mumbai Indians,21,7,0,0,0
A Nehra,2015-05-24,Mumbai Indians,0,0,1,4.0,42
MM Sharma,2015-05-24,Mumbai Indians,0,0,1,4.0,38
