player,match_date,opponent,runs,balls,wickets,overs,runs_conceded
V Kohli,2008-04-26,Rajasthan Royals,13,14,0,0,0
MV Boucher,2008-04-26,Rajasthan Royals,4,10,0,0,0
P Kumar,2008-04-26,Rajasthan Royals,34,30,0,0,0
SB Joshi,2008-04-26,Rajasthan Royals,3,8,0,0,0
Z Khan,2008-04-26,Rajasthan Royals,17,18,0,0,0
R Vinay Kumar,2008-04-26,Rajasthan Royals,1,1,0,0,0
GC Smith,2008-04-26,Royal Challengers Bangalore,49,42,0,0,0
M Rawat,2008-04-26,Royal Challengers Bangalore,0,2,0,0,0
YK Pathan,2008-04-26,Royal Challengers Bangalore,21,12,0,0,0
SR Watson,2008-04-26,Royal Challengers Bangalore,61,41,0,0,0
M Kaif,2008-04-26,Royal Challengers Bangalore,4,6,0,0,0
SR Watson,2008-04-26,Royal Challengers Bangalore,0,0,3,4.0,20
Sohail Tanvir,2008-04-26,Royal Challengers Bangalore,0,0,0,4.0,32
MM Patel,2008-04-26,Royal Challengers Bangalore,0,0,2,3.0,20
SK Trivedi,2008-04-26,Royal Challengers Bangalore,0,0,1,4.0,29
SK Warne,2008-04-26,Royal Challengers Bangalore,0,0,2,4.0,24
YK Pathan,2008-04-26,Royal Challengers Bangalore,0,0,0,1.0,10
P Kumar,2008-04-26,Rajasthan Royals,0,0,1,3.0,42
Z Khan,2008-04-26,Rajasthan Royals,0,0,1,4.0,25
R Vinay Kumar,2008-04-26,Rajasthan Royals,0,0,0,2.0,15
A Kumble,2008-04-26,Rajasthan Royals,0,0,0,4.0,22
JH Kallis,2008-04-26,Rajasthan Royals,0,0,0,1.0,7
SB Joshi,2008-04-26,Rajasthan Royals,0,0,1,3.2,27
SC Ganguly,2008-04-26,Chennai Super Kings,12,19,0,0,0
BB McCullum,2008-04-26,Chennai Super Kings,24,12,0,0,0
RT Ponting,2008-04-26,Chennai Super Kings,0,1,0,0,0
WP Saha,2008-04-26,Chennai Super Kings,27,16,0,0,0
DJ Hussey,2008-04-26,Chennai Super Kings,0,2,0,0,0
Mohammad Hafeez,2008-04-26,Chennai Super Kings,16,24,0,0,0
LR Shukla,2008-04-26,Chennai Super Kings,42,33,0,0,0
AB Agarkar,2008-04-26,Chennai Super Kings,11,9,0,0,0
M Kartik,2008-04-26,Chennai Super Kings,3,3,0,0,0
I Sharma,2008-04-26,Chennai Super Kings,4,3,0,0,0
PA Patel,2008-04-26,Kolkata Knight Riders,21,27,0,0,0
ML Hayden,2008-04-26,Kolkata Knight Riders,70,49,0,0,0
MS Dhoni,2008-04-26,Kolkata Knight Riders,43,27,0,0,0
JDP Oram,2008-04-26,Kolkata Knight Riders,0,0,3,4.0,32
MS Gony,2008-04-26,Kolkata Knight Riders,0,0,2,4.0,40
P Amarnath,2008-04-26,Kolkata Knight Riders,0,0,2,4.0,30
M Muralitharan,2008-04-26,Kolkata Knight Riders,0,0,0,4.0,13
Joginder Sharma,2008-04-26,Kolkata Knight Riders,0,0,2,4.0,32
AB Dinda,2008-04-26,Chennai Super Kings,0,0,0,3.0,25
I Sharma,2008-04-26,Chennai Super Kings,0,0,0,3.0,28
AB Agarkar,2008-04-26,Chennai Super Kings,0,0,1,3.0,20
DJ Hussey,2008-04-26,Chennai Super Kings,0,0,0,1.0,10
Mohammad Hafeez,2008-04-26,Chennai Super Kings,0,0,0,2.0,16
M Kartik,2008-04-26,Chennai Super Kings,0,0,0,3.0,34
LR Shukla,2008-04-26,Chennai Super Kings,0,0,0,2.0,19
L Ronchi,2008-04-27,Deccan Chargers,13,11,0,0,0
ST Jayasuriya,2008-04-27,Deccan Chargers,18,21,0,0,0
AM Rahane,2008-04-27,Deccan Chargers,0,7,0,0,0
RV Uthappa,2008-04-27,Deccan Chargers,6,5,0,0,0
SM Pollock,2008-04-27,Deccan Chargers,31,31,0,0,0
AM Nayar,2008-04-27,Deccan Chargers,34,19,0,0,0
DJ Bravo,2008-04-27,Deccan Chargers,34,18,0,0,0
MA Khote,2008-04-27,Deccan Chargers,7,10,0,0,0
AC Gilchrist,2008-04-27,Mumbai Indians,109,47,0,0,0
VVS Laxman,2008-04-27,Mumbai Indians,37,26,0,0,0
RP Singh,2008-04-27,Mumbai Indians,0,0,2,4.0,19
DNT Zoysa,2008-04-27,Mumbai Indians,0,0,1,4.0,30
SB Bangar,2008-04-27,Mumbai Indians,0,0,2,4.0,35
Shahid Afridi,2008-04-27,Mumbai Indians,0,0,2,4.0,33
PP Ojha,2008-04-27,Mumbai Indians,0,0,0,2.0,14
D Kalyankrishna,2008-04-27,Mumbai Indians,0,0,0,2.0,23
A Nehra,2008-04-27,Deccan Chargers,0,0,0,2.0,19
SM Pollock,2008-04-27,Deccan Chargers,0,0,0,2.0,33
DS Kulkarni,2008-04-27,Deccan Chargers,0,0,0,1.0,8
ST Jayasuriya,2008-04-27,Deccan Chargers,0,0,0,2.0,21
SD Chitnis,2008-04-27,Deccan Chargers,0,0,0,2.0,21
DJ Bravo,2008-04-27,Deccan Chargers,0,0,0,2.2,31
AM Nayar,2008-04-27,Deccan Chargers,0,0,0,1.0,22
G Gambhir,2008-04-27,Kings XI Punjab,18,14,0,0,0
V Sehwag,2008-04-27,Kings XI Punjab,6,6,0,0,0
S Dhawan,2008-04-27,Kings XI Punjab,0,3,0,0,0
Shoaib Malik,2008-04-27,Kings XI Punjab,19,17,0,0,0
MK Tiwary,2008-04-27,Kings XI Punjab,39,34,0,0,0
KD Karthik,2008-04-27,Kings XI Punjab,24,14,0,0,0
R Bhatia,2008-04-27,Kings XI Punjab,17,15,0,0,0
MF Maharoof,2008-04-27,Kings XI Punjab,18,12,0,0,0
VY Mahesh,2008-04-27,Kings XI Punjab,6,5,0,0,0
K Goel,2008-04-27,Delhi Daredevils,1,3,0,0,0
SM Katich,2008-04-27,Delhi Daredevils,75,52,0,0,0
KC Sangakkara,2008-04-27,Delhi Daredevils,4,2,0,0,0
DPMD Jayawardene,2008-04-27,Delhi Daredevils,15,14,0,0,0
Yuvraj Singh,2008-04-27,Delhi Daredevils,40,29,0,0,0
TM Srivastava,2008-04-27,Delhi Daredevils,7,9,0,0,0
IK Pathan,2008-04-27,Delhi Daredevils,10,7,0,0,0
B Lee,2008-04-27,Delhi Daredevils,1,3,0,0,0
B Lee,2008-04-27,Delhi Daredevils,0,0,1,4.0,36
IK Pathan,2008-04-27,Delhi Daredevils,0,0,3,4.0,27
S Sreesanth,2008-04-27,Delhi Daredevils,0,0,0,2.0,26
VRV Singh,2008-04-27,Delhi Daredevils,0,0,3,4.0,29
PP Chawla,2008-04-27,Delhi Daredevils,0,0,0,4.0,29
Yuvraj Singh,2008-04-27,Delhi Daredevils,0,0,1,2.0,11
GD McGrath,2008-04-27,Kings XI Punjab,0,0,1,4.0,31
Mohammad Asif,2008-04-27,Kings XI Punjab,0,0,2,4.0,40
MF Maharoof,2008-04-27,Kings XI Punjab,0,0,0,3.0,31
VY Mahesh,2008-04-27,Kings XI Punjab,0,0,1,4.0,23
Shoaib Malik,2008-04-27,Kings XI Punjab,0,0,1,3.5,32
R Bhatia,2008-04-27,Kings XI Punjab,0,0,1,1.0,5
PA Patel,2008-04-28,Royal Challengers Bangalore,21,17,0,0,0
ML Hayden,2008-04-28,Royal Challengers Bangalore,13,19,0,0,0
MEK Hussey,2008-04-28,Royal Challengers Bangalore,47,37,0,0,0
SK Raina,2008-04-28,Royal Challengers Bangalore,28,17,0,0,0
MS Dhoni,2008-04-28,Royal Challengers Bangalore,65,30,0,0,0
B Chipli,2008-04-28,Chennai Super Kings,8,11,0,0,0
W Jaffer,2008-04-28,Chennai Super Kings,50,33,0,0,0
LRPL Taylor,2008-04-28,Chennai Super Kings,53,34,0,0,0
JH Kallis,2008-04-28,Chennai Super Kings,14,10,0,0,0
MV Boucher,2008-04-28,Chennai Super Kings,4,6,0,0,0
V Kohli,2008-04-28,Chennai Super Kings,12,7,0,0,0
R Dravid,2008-04-28,Chennai Super Kings,0,1,0,0,0
P Kumar,2008-04-28,Chennai Super Kings,6,5,0,0,0
Z Khan,2008-04-28,Chennai Super Kings,8,6,0,0,0
B Akhil,2008-04-28,Chennai Super Kings,2,3,0,0,0
DW Steyn,2008-04-28,Chennai Super Kings,1,2,0,0,0
DW Steyn,2008-04-28,Chennai Super Kings,0,0,0,4.0,40
Z Khan,2008-04-28,Chennai Super Kings,0,0,3,4.0,39
P Kumar,2008-04-28,Chennai Super Kings,0,0,2,4.0,29
JH Kallis,2008-04-28,Chennai Super Kings,0,0,0,4.0,36
B Akhil,2008-04-28,Chennai Super Kings,0,0,0,4.0,34
JDP Oram,2008-04-28,Royal Challengers Bangalore,0,0,2,4.0,27
MS Gony,2008-04-28,Royal Challengers Bangalore,0,0,3,4.0,34
JA Morkel,2008-04-28,Royal Challengers Bangalore,0,0,1,4.0,38
P Amarnath,2008-04-28,Royal Challengers Bangalore,0,0,2,4.0,38
Joginder Sharma,2008-04-28,Royal Challengers Bangalore,0,0,2,3.7,28
BB McCullum,2008-04-29,Mumbai Indians,1,2,0,0,0
SC Ganguly,2008-04-29,Mumbai Indians,4,2,0,0,0
RT Ponting,2008-04-29,Mumbai Indians,19,31,0,0,0
DB Das,2008-04-29,Mumbai Indians,29,20,0,0,0
DJ Hussey,2008-04-29,Mumbai Indians,17,20,0,0,0
Mohammad Hafeez,2008-04-29,Mumbai Indians,2,6,0,0,0
AB Agarkar,2008-04-29,Mumbai Indians,2,6,0,0,0
LR Shukla,2008-04-29,Mumbai Indians,40,22,0,0,0
M Kartik,2008-04-29,Mumbai Indians,10,11,0,0,0
AM Rahane,2008-04-29,Kolkata Knight Riders,4,10,0,0,0
ST Jayasuriya,2008-04-29,Kolkata Knight Riders,18,10,0,0,0
MK Pandey,2008-04-29,Kolkata Knight Riders,0,3,0,0,0
RV Uthappa,2008-04-29,Kolkata Knight Riders,37,37,0,0,0
DJ Bravo,2008-04-29,Kolkata Knight Riders,64,53,0,0,0
SM Pollock,2008-04-29,Kolkata Knight Riders,0,0,2,4.0,27
A Nehra,2008-04-29,Kolkata Knight Riders,0,0,0,1.0,9
CRD Fernando,2008-04-29,Kolkata Knight Riders,0,0,1,4.0,42
DS Kulkarni,2008-04-29,Kolkata Knight Riders,0,0,0,3.0,20
DJ Bravo,2008-04-29,Kolkata Knight Riders,0,0,1,4.0,25
ST Jayasuriya,2008-04-29,Kolkata Knight Riders,0,0,4,4.0,14
AB Agarkar,2008-04-29,Mumbai Indians,0,0,1,4.0,23
I Sharma,2008-04-29,Mumbai Indians,0,0,1,3.7,33
AB Dinda,2008-04-29,Mumbai Indians,0,0,1,4.0,16
M Kartik,2008-04-29,Mumbai Indians,0,0,0,3.0,25
Mohammad Hafeez,2008-04-29,Mumbai Indians,0,0,0,1.0,16
SC Ganguly,2008-04-29,Mumbai Indians,0,0,0,2.0,14
LR Shukla,2008-04-29,Mumbai Indians,0,0,0,1.0,11
G Gambhir,2008-04-30,Royal Challengers Bangalore,86,54,0,0,0
V Sehwag,2008-04-30,Royal Challengers Bangalore,24,12,0,0,0
S Dhawan,2008-04-30,Royal Challengers Bangalore,50,33,0,0,0
Shoaib Malik,2008-04-30,Royal Challengers Bangalore,6,4,0,0,0
KD Karthik,2008-04-30,Royal Challengers Bangalore,2,4,0,0,0
MK Tiwary,2008-04-30,Royal Challengers Bangalore,11,9,0,0,0
R Bhatia,2008-04-30,Royal Challengers Bangalore,8,5,0,0,0
P Kumar,2008-04-30,Delhi Daredevils,6,5,0,0,0
LRPL Taylor,2008-04-30,Delhi Daredevils,29,15,0,0,0
W Jaffer,2008-04-30,Delhi Daredevils,10,9,0,0,0
JH Kallis,2008-04-30,Delhi Daredevils,54,44,0,0,0
R Dravid,2008-04-30,Delhi Daredevils,38,30,0,0,0
MV Boucher,2008-04-30,Delhi Daredevils,31,17,0,0,0
V Kohli,2008-04-30,Delhi Daredevils,1,1,0,0,0
DW Steyn,2008-04-30,Delhi Daredevils,0,0,2,4.0,29
Z Khan,2008-04-30,Delhi Daredevils,0,0,1,4.0,44
P Kumar,2008-04-30,Delhi Daredevils,0,0,0,4.0,24
R Vinay Kumar,2008-04-30,Delhi Daredevils,0,0,0,2.0,25
JH Kallis,2008-04-30,Delhi Daredevils,0,0,2,4.0,39
V Kohli,2008-04-30,Delhi Daredevils,0,0,0,1.0,11
SB Joshi,2008-04-30,Delhi Daredevils,0,0,0,1.0,19
GD McGrath,2008-04-30,Royal Challengers Bangalore,0,0,4,4.0,29
Mohammad Asif,2008-04-30,Royal Challengers Bangalore,0,0,0,4.0,49
VY Mahesh,2008-04-30,Royal Challengers Bangalore,0,0,0,4.0,29
DL Vettori,2008-04-30,Royal Challengers Bangalore,0,0,1,4.0,19
R Bhatia,2008-04-30,Royal Challengers Bangalore,0,0,0,1.0,14
Shoaib Malik,2008-04-30,Royal Challengers Bangalore,0,0,0,1.0,10
V Sehwag,2008-04-30,Royal Challengers Bangalore,0,0,0,2.0,31
AC Gilchrist,2008-05-01,Kings XI Punjab,6,6,0,0,0
VVS Laxman,2008-05-01,Kings XI Punjab,48,34,0,0,0
HH Gibbs,2008-05-01,Kings XI Punjab,7,9,0,0,0
RG Sharma,2008-05-01,Kings XI Punjab,76,42,0,0,0
Shahid Afridi,2008-05-01,Kings XI Punjab,13,7,0,0,0
Y Venugopal Rao,2008-05-01,Kings XI Punjab,1,2,0,0,0
SB Bangar,2008-05-01,Kings XI Punjab,3,8,0,0,0
DNT Zoysa,2008-05-01,Kings XI Punjab,1,2,0,0,0
D Kalyankrishna,2008-05-01,Kings XI Punjab,3,8,0,0,0
RP Singh,2008-05-01,Kings XI Punjab,2,2,0,0,0
SE Marsh,2008-05-01,Deccan Chargers,84,62,0,0,0
RR Sarwan,2008-05-01,Deccan Chargers,15,15,0,0,0
KC Sangakkara,2008-05-01,Deccan Chargers,3,4,0,0,0
Yuvraj Singh,2008-05-01,Deccan Chargers,14,9,0,0,0
DPMD Jayawardene,2008-05-01,Deccan Chargers,45,23,0,0,0
S Sreesanth,2008-05-01,Deccan Chargers,0,0,1,4.0,33
IK Pathan,2008-05-01,Deccan Chargers,0,0,2,4.0,31
VRV Singh,2008-05-01,Deccan Chargers,0,0,0,4.0,35
PP Chawla,2008-05-01,Deccan Chargers,0,0,4,4.0,28
Gagandeep Singh,2008-05-01,Deccan Chargers,0,0,1,4.0,37
RP Singh,2008-05-01,Kings XI Punjab,0,0,0,3.8,36
DNT Zoysa,2008-05-01,Kings XI Punjab,0,0,1,4.0,33
Shahid Afridi,2008-05-01,Kings XI Punjab,0,0,0,3.0,28
SB Bangar,2008-05-01,Kings XI Punjab,0,0,1,4.0,26
D Kalyankrishna,2008-05-01,Kings XI Punjab,0,0,1,3.0,35
Y Venugopal Rao,2008-05-01,Kings XI Punjab,0,0,0,1.0,9
GC Smith,2008-05-01,Kolkata Knight Riders,2,7,0,0,0
SA Asnodkar,2008-05-01,Kolkata Knight Riders,60,34,0,0,0
M Kaif,2008-05-01,Kolkata Knight Riders,21,18,0,0,0
YK Pathan,2008-05-01,Kolkata Knight Riders,55,33,0,0,0
SR Watson,2008-05-01,Kolkata Knight Riders,0,1,0,0,0
RA Jadeja,2008-05-01,Kolkata Knight Riders,33,19,0,0,0
SK Warne,2008-05-01,Kolkata Knight Riders,7,8,0,0,0
Sohail Tanvir,2008-05-01,Kolkata Knight Riders,3,3,0,0,0
M Rawat,2008-05-01,Kolkata Knight Riders,1,1,0,0,0
Salman Butt,2008-05-01,Rajasthan Royals,7,7,0,0,0
SC Ganguly,2008-05-01,Rajasthan Royals,51,39,0,0,0
AB Agarkar,2008-05-01,Rajasthan Royals,20,13,0,0,0
BJ Hodge,2008-05-01,Rajasthan Royals,1,3,0,0,0
DJ Hussey,2008-05-01,Rajasthan Royals,42,30,0,0,0
LR Shukla,2008-05-01,Rajasthan Royals,2,2,0,0,0
DB Das,2008-05-01,Rajasthan Royals,11,13,0,0,0
WP Saha,2008-05-01,Rajasthan Royals,1,2,0,0,0
Umar Gul,2008-05-01,Rajasthan Royals,2,2,0,0,0
AB Dinda,2008-05-01,Rajasthan Royals,1,3,0,0,0
I Sharma,2008-05-01,Rajasthan Royals,1,1,0,0,0
AB Dinda,2008-05-01,Rajasthan Royals,0,0,0,4.0,30
I Sharma,2008-05-01,Rajasthan Royals,0,0,1,4.0,28
AB Agarkar,2008-05-01,Rajasthan Royals,0,0,1,4.0,46
Umar Gul,2008-05-01,Rajasthan Royals,0,0,4,4.0,36
DJ Hussey,2008-05-01,Rajasthan Royals,0,0,0,2.0,26
SC Ganguly,2008-05-01,Rajasthan Royals,0,0,0,1.0,14
LR Shukla,2008-05-01,Rajasthan Royals,0,0,1,1.0,16
SR Watson,2008-05-01,Kolkata Knight Riders,0,0,2,3.2,23
Sohail Tanvir,2008-05-01,Kolkata Knight Riders,0,0,3,4.0,32
SK Trivedi,2008-05-01,Kolkata Knight Riders,0,0,3,4.0,31
MM Patel,2008-05-01,Kolkata Knight Riders,0,0,0,4.0,30
SK Warne,2008-05-01,Kolkata Knight Riders,0,0,1,2.0,20
YK Pathan,2008-05-01,Kolkata Knight Riders,0,0,1,2.0,15
PA Patel,2008-05-02,Delhi Daredevils,21,20,0,0,0
SP Fleming,2008-05-02,Delhi Daredevils,13,13,0,0,0
S Vidyut,2008-05-02,Delhi Daredevils,54,37,0,0,0
MS Dhoni,2008-05-02,Delhi Daredevils,32,27,0,0,0
JA Morkel,2008-05-02,Delhi Daredevils,28,16,0,0,0
SK Raina,2008-05-02,Delhi Daredevils,3,4,0,0,0
S Badrinath,2008-05-02,Delhi Daredevils,11,5,0,0,0
G Gambhir,2008-05-02,Chennai Super Kings,50,37,0,0,0
V Sehwag,2008-05-02,Chennai Super Kings,71,41,0,0,0
AB de Villiers,2008-05-02,Chennai Super Kings,26,21,0,0,0
S Dhawan,2008-05-02,Chennai Super Kings,19,17,0,0,0
GD McGrath,2008-05-02,Chennai Super Kings,0,0,1,4.0,21
Mohammad Asif,2008-05-02,Chennai Super Kings,0,0,1,4.0,34
VY Mahesh,2008-05-02,Chennai Super Kings,0,0,1,4.0,31
PJ Sangwan,2008-05-02,Chennai Super Kings,0,0,1,4.0,40
Shoaib Malik,2008-05-02,Chennai Super Kings,0,0,0,1.0,11
V Sehwag,2008-05-02,Chennai Super Kings,0,0,1,2.0,21
R Bhatia,2008-05-02,Chennai Super Kings,0,0,1,1.0,11
M Ntini,2008-05-02,Delhi Daredevils,0,0,0,4.0,30
MS Gony,2008-05-02,Delhi Daredevils,0,0,1,4.0,39
JA Morkel,2008-05-02,Delhi Daredevils,0,0,0,4.0,41
Joginder Sharma,2008-05-02,Delhi Daredevils,0,0,1,3.0,35
M Muralitharan,2008-05-02,Delhi Daredevils,0,0,0,4.0,27
AC Gilchrist,2008-05-25,Royal Challengers Bangalore,46,37,0,0,0
HH Gibbs,2008-05-25,Royal Challengers Bangalore,47,34,0,0,0
RG Sharma,2008-05-25,Royal Challengers Bangalore,17,16,0,0,0
LPC Silva,2008-05-25,Royal Challengers Bangalore,0,2,0,0,0
Y Venugopal Rao,2008-05-25,Royal Challengers Bangalore,26,12,0,0,0
DB Ravi Teja,2008-05-25,Royal Challengers Bangalore,7,7,0,0,0
AS Yadav,2008-05-25,Royal Challengers Bangalore,8,8,0,0,0
WPUJC Vaas,2008-05-25,Royal Challengers Bangalore,0,3,0,0,0
RP Singh,2008-05-25,Royal Challengers Bangalore,1,3,0,0,0
JH Kallis,2008-05-25,Deccan Chargers,31,25,0,0,0
W Jaffer,2008-05-25,Deccan Chargers,5,5,0,0,0
Misbah-ul-Haq,2008-05-25,Deccan Chargers,34,28,0,0,0
R Dravid,2008-05-25,Deccan Chargers,31,21,0,0,0
CL White,2008-05-25,Deccan Chargers,31,23,0,0,0
V Kohli,2008-05-25,Deccan Chargers,9,5,0,0,0
B Akhil,2008-05-25,Deccan Chargers,27,7,0,0,0
A Kumble,2008-05-25,Deccan Chargers,0,0,1,4.0,35
DW Steyn,2008-05-25,Deccan Chargers,0,0,3,4.0,20
JH Kallis,2008-05-25,Deccan Chargers,0,0,0,1.3,19
V Kohli,2008-05-25,Deccan Chargers,0,0,2,3.7,25
R Vinay Kumar,2008-05-25,Deccan Chargers,0,0,4,4.0,27
B Akhil,2008-05-25,Deccan Chargers,0,0,0,3.0,39
WPUJC Vaas,2008-05-25,Royal Challengers Bangalore,0,0,2,4.0,36
RP Singh,2008-05-25,Royal Challengers Bangalore,0,0,0,3.0,15
SB Bangar,2008-05-25,Royal Challengers Bangalore,0,0,2,4.0,31
DP Vijaykumar,2008-05-25,Royal Challengers Bangalore,0,0,0,4.0,31
Y Venugopal Rao,2008-05-25,Royal Challengers Bangalore,0,0,0,1.0,18
DB Ravi Teja,2008-05-25,Royal Challengers Bangalore,0,0,1,2.0,19
LPC Silva,2008-05-25,Royal Challengers Bangalore,0,0,0,1.0,21
SE Marsh,2008-05-03,Kolkata Knight Riders,40,32,0,0,0
JR Hopes,2008-05-03,Kolkata Knight Riders,18,12,0,0,0
KC Sangakkara,2008-05-03,Kolkata Knight Riders,28,21,0,0,0
Yuvraj Singh,2008-05-03,Kolkata Knight Riders,17,10,0,0,0
DPMD Jayawardene,2008-05-03,Kolkata Knight Riders,10,6,0,0,0
K Goel,2008-05-03,Kolkata Knight Riders,6,7,0,0,0
IK Pathan,2008-05-03,Kolkata Knight Riders,24,26,0,0,0
PP Chawla,2008-05-03,Kolkata Knight Riders,21,7,0,0,0
Mohammad Hafeez,2008-05-03,Kings XI Punjab,13,12,0,0,0
SC Ganguly,2008-05-03,Kings XI Punjab,5,7,0,0,0
BJ Hodge,2008-05-03,Kings XI Punjab,1,3,0,0,0
DB Das,2008-05-03,Kings XI Punjab,5,8,0,0,0
LR Shukla,2008-05-03,Kings XI Punjab,7,10,0,0,0
DJ Hussey,2008-05-03,Kings XI Punjab,71,46,0,0,0
WP Saha,2008-05-03,Kings XI Punjab,59,32,0,0,0
AB Agarkar,2008-05-03,Kings XI Punjab,1,2,0,0,0
I Sharma,2008-05-03,Kings XI Punjab,0,0,0,4.0,43
AB Agarkar,2008-05-03,Kings XI Punjab,0,0,0,3.0,26
AB Dinda,2008-05-03,Kings XI Punjab,0,0,1,3.0,25
Mohammad Hafeez,2008-05-03,Kings XI Punjab,0,0,1,3.0,28
DJ Hussey,2008-05-03,Kings XI Punjab,0,0,2,3.0,27
Umar Gul,2008-05-03,Kings XI Punjab,0,0,2,4.0,29
S Sreesanth,2008-05-03,Kolkata Knight Riders,0,0,2,4.0,25
IK Pathan,2008-05-03,Kolkata Knight Riders,0,0,2,4.0,19
VRV Singh,2008-05-03,Kolkata Knight Riders,0,0,1,4.0,31
Gagandeep Singh,2008-05-03,Kolkata Knight Riders,0,0,1,4.0,43
JR Hopes,2008-05-03,Kolkata Knight Riders,0,0,0,3.0,35
PP Chawla,2008-05-03,Kolkata Knight Riders,0,0,0,1.0,16
YV Takawale,2008-05-04,Delhi Daredevils,14,20,0,0,0
ST Jayasuriya,2008-05-04,Delhi Daredevils,34,16,0,0,0
DJ Thornely,2008-05-04,Delhi Daredevils,30,24,0,0,0
RV Uthappa,2008-05-04,Delhi Daredevils,22,21,0,0,0
DJ Bravo,2008-05-04,Delhi Daredevils,2,4,0,0,0
AM Nayar,2008-05-04,Delhi Daredevils,2,6,0,0,0
SM Pollock,2008-05-04,Delhi Daredevils,33,15,0,0,0
SS Tiwary,2008-05-04,Delhi Daredevils,9,10,0,0,0
RR Raje,2008-05-04,Delhi Daredevils,6,5,0,0,0
G Gambhir,2008-05-04,Mumbai Indians,1,9,0,0,0
V Sehwag,2008-05-04,Mumbai Indians,40,20,0,0,0
S Dhawan,2008-05-04,Mumbai Indians,1,3,0,0,0
AB de Villiers,2008-05-04,Mumbai Indians,21,17,0,0,0
Shoaib Malik,2008-05-04,Mumbai Indians,24,22,0,0,0
KD Karthik,2008-05-04,Mumbai Indians,28,23,0,0,0
R Bhatia,2008-05-04,Mumbai Indians,9,8,0,0,0
PJ Sangwan,2008-05-04,Mumbai Indians,2,4,0,0,0
VY Mahesh,2008-05-04,Mumbai Indians,3,5,0,0,0
Mohammad Asif,2008-05-04,Mumbai Indians,0,1,0,0,0
GD McGrath,2008-05-04,Mumbai Indians,0,2,0,0,0
GD McGrath,2008-05-04,Mumbai Indians,0,0,0,4.0,27
Mohammad Asif,2008-05-04,Mumbai Indians,0,0,1,4.0,46
VY Mahesh,2008-05-04,Mumbai Indians,0,0,3,4.0,37
PJ Sangwan,2008-05-04,Mumbai Indians,0,0,1,4.0,22
R Bhatia,2008-05-04,Mumbai Indians,0,0,1,2.0,22
V Sehwag,2008-05-04,Mumbai Indians,0,0,1,1.0,2
Shoaib Malik,2008-05-04,Mumbai Indians,0,0,1,1.0,6
SM Pollock,2008-05-04,Delhi Daredevils,0,0,2,4.0,16
A Nehra,2008-05-04,Delhi Daredevils,0,0,3,4.0,26
DJ Bravo,2008-05-04,Delhi Daredevils,0,0,1,3.0,29
DS Kulkarni,2008-05-04,Delhi Daredevils,0,0,3,2.8,18
ST Jayasuriya,2008-05-04,Delhi Daredevils,0,0,0,1.0,16
DJ Thornely,2008-05-04,Delhi Daredevils,0,0,1,2.0,15
RR Raje,2008-05-04,Delhi Daredevils,0,0,0,2.0,13
PA Patel,2008-05-04,Rajasthan Royals,0,1,0,0,0
S Vidyut,2008-05-04,Rajasthan Royals,5,10,0,0,0
SP Fleming,2008-05-04,Rajasthan Royals,0,2,0,0,0
SK Raina,2008-05-04,Rajasthan Royals,27,27,0,0,0
S Badrinath,2008-05-04,Rajasthan Royals,15,14,0,0,0
MS Dhoni,2008-05-04,Rajasthan Royals,1,7,0,0,0
JA Morkel,2008-05-04,Rajasthan Royals,42,33,0,0,0
Joginder Sharma,2008-05-04,Rajasthan Royals,0,1,0,0,0
MS Gony,2008-05-04,Rajasthan Royals,1,4,0,0,0
M Muralitharan,2008-05-04,Rajasthan Royals,0,3,0,0,0
M Ntini,2008-05-04,Rajasthan Royals,11,12,0,0,0
GC Smith,2008-05-04,Chennai Super Kings,35,44,0,0,0
SA Asnodkar,2008-05-04,Chennai Super Kings,32,30,0,0,0
YK Pathan,2008-05-04,Chennai Super Kings,8,5,0,0,0
SR Watson,2008-05-04,Chennai Super Kings,14,8,0,0,0
Sohail Tanvir,2008-05-04,Chennai Super Kings,0,0,6,4.0,15
SR Watson,2008-05-04,Chennai Super Kings,0,0,1,4.0,23
MM Patel,2008-05-04,Chennai Super Kings,0,0,2,4.0,16
SK Trivedi,2008-05-04,Chennai Super Kings,0,0,0,2.0,17
SK Warne,2008-05-04,Chennai Super Kings,0,0,1,3.0,29
YK Pathan,2008-05-04,Chennai Super Kings,0,0,0,2.0,9
M Ntini,2008-05-04,Rajasthan Royals,0,0,0,3.0,18
MS Gony,2008-05-04,Rajasthan Royals,0,0,0,3.0,26
JA Morkel,2008-05-04,Rajasthan Royals,0,0,0,1.0,14
M Muralitharan,2008-05-04,Rajasthan Royals,0,0,1,4.0,20
SK Raina,2008-05-04,Rajasthan Royals,0,0,0,1.3,10
S Vidyut,2008-05-04,Rajasthan Royals,0,0,1,2.0,22
W Jaffer,2008-05-05,Kings XI Punjab,0,4,0,0,0
CL White,2008-05-05,Kings XI Punjab,0,1,0,0,0
JH Kallis,2008-05-05,Kings XI Punjab,0,3,0,0,0
V Kohli,2008-05-05,Kings XI Punjab,34,36,0,0,0
R Dravid,2008-05-05,Kings XI Punjab,66,51,0,0,0
Misbah-ul-Haq,2008-05-05,Kings XI Punjab,8,7,0,0,0
P Kumar,2008-05-05,Kings XI Punjab,0,2,0,0,0
DT Patil,2008-05-05,Kings XI Punjab,4,1,0,0,0
Z Khan,2008-05-05,Kings XI Punjab,0,1,0,0,0
